Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,OffenseTeam,DefenseTeam,PlayType,PlayDirection
1,11,5,3,7,61,0,SHOTGUN,OPP,SF,NYG,PASS,SHORT RIGHT
1,2,48,3,8,90,1,SHOTGUN,OPP,NYG,SF,PASS,SHORT LEFT
2,15,0,2,7,59,1,UNDER CENTER,OPP,SF,NYG,PASS,SHORT RIGHT
2,4,54,3,9,69,1,SHOTGUN,OPP,NYG,SF,PASS,SHORT LEFT
2,4,12,1,10,80,0,SHOTGUN,OPP,NYG,SF,PASS,SHORT LEFT
2,4,8,2,10,80,0,SHOTGUN,OPP,NYG,SF,PASS,SHORT RIGHT
2,3,20,3,10,80,0,SHOTGUN,OPP,NYG,SF,PASS,DEEP MIDDLE
2,0,52,1,10,53,0,SHOTGUN,OPP,SF,NYG,PASS,SHORT LEFT
2,0,48,2,10,53,1,SHOTGUN,OPP,SF,NYG,PASS,DEEP LEFT
2,0,28,1,10,70,0,NO HUDDLE SHOTGUN,OPP,SF,NYG,PASS,SHORT RIGHT
2,0,22,2,10,70,0,SHOTGUN,OPP,SF,NYG,PASS,SHORT RIGHT
2,0,18,3,11,69,1,SHOTGUN,OPP,SF,NYG,PASS,SHORT LEFT
2,0,12,1,10,82,0,SHOTGUN,OPP,SF,NYG,PASS,SHORT RIGHT
3,12,18,2,13,61,0,SHOTGUN,OPP,SF,NYG,PASS,SHORT RIGHT
3,8,58,2,9,88,0,SHOTGUN,OPP,SF,NYG,PASS,SHORT LEFT
3,8,15,3,8,89,1,SHOTGUN,OPP,SF,NYG,PASS,SHORT LEFT
3,6,45,2,7,80,0,UNDER CENTER,OPP,NYG,SF,PASS,DEEP LEFT
3,6,40,3,7,80,1,SHOTGUN,OPP,NYG,SF,PASS,DEEP LEFT
3,2,18,3,3,87,0,SHOTGUN,OPP,NYG,SF,PASS,SHORT RIGHT
4,15,0,1,18,51,0,UNDER CENTER,OPP,SF,NYG,PASS,SHORT RIGHT
4,13,44,3,3,53,0,SHOTGUN,OPP,NYG,SF,PASS,SHORT RIGHT
4,6,42,3,8,59,1,SHOTGUN,OPP,SF,NYG,PASS,SHORT LEFT
4,2,59,3,6,85,0,SHOTGUN,OPP,SF,NYG,PASS,SHORT LEFT
4,2,36,1,10,56,0,SHOTGUN,OPP,NYG,SF,PASS,SHORT MIDDLE
4,2,17,2,4,62,0,NO HUDDLE SHOTGUN,OPP,NYG,SF,PASS,SHORT RIGHT
4,2,0,3,12,54,0,SHOTGUN,OPP,NYG,SF,PASS,SHORT RIGHT
4,1,55,1,10,59,0,UNDER CENTER,OPP,NYG,SF,PASS,SHORT LEFT
4,1,41,1,10,65,0,SHOTGUN,OPP,NYG,SF,PASS,DEEP RIGHT
4,1,35,2,10,65,1,SHOTGUN,OPP,NYG,SF,PASS,SHORT LEFT
4,1,27,1,10,88,0,SHOTGUN,OPP,NYG,SF,PASS,SHORT RIGHT
4,0,57,2,1,97,1,SHOTGUN,OPP,NYG,SF,PASS,SHORT LEFT
4,0,18,2,10,53,1,SHOTGUN,OPP,SF,NYG,PASS,DEEP MIDDLE
4,0,1,2,10,79,0,SHOTGUN,OPP,SF,NYG,PASS,DEEP LEFT
1,14,53,1,10,71,1,UNDER CENTER,OPP,GB,SEA,PASS,SHORT LEFT
1,11,44,2,9,65,0,UNDER CENTER,OPP,GB,SEA,PASS,SHORT LEFT
1,11,0,3,3,71,0,SHOTGUN,OPP,GB,SEA,PASS,SHORT RIGHT
1,8,13,3,9,63,0,SHOTGUN,OPP,SEA,GB,PASS,SHORT MIDDLE
1,6,54,1,10,81,0,SHOTGUN,OPP,SEA,GB,PASS,SHORT MIDDLE
1,6,14,2,12,79,0,SHOTGUN,OPP,SEA,GB,PASS,DEEP MIDDLE
1,6,9,3,12,79,0,SHOTGUN,OPP,SEA,GB,PASS,DEEP LEFT
2,12,35,2,8,54,1,UNDER CENTER,OPP,SEA,GB,PASS,SHORT LEFT
2,11,12,2,3,74,1,SHOTGUN,OPP,SEA,GB,PASS,SHORT RIGHT
2,9,37,2,8,92,0,UNDER CENTER,OPP,SEA,GB,PASS,SHORT RIGHT
2,8,12,2,6,94,0,SHOTGUN,OPP,SEA,GB,PASS,SHORT RIGHT
2,8,7,3,6,94,1,SHOTGUN,OPP,SEA,GB,PASS,SHORT LEFT
2,4,4,2,6,82,1,UNDER CENTER,OPP,SEA,GB,PASS,SHORT LEFT
2,2,0,1,10,62,1,SHOTGUN,OPP,GB,SEA,PASS,SHORT RIGHT
2,1,27,1,10,73,0,SHOTGUN,OPP,GB,SEA,PASS,SHORT RIGHT
2,0,51,2,7,76,1,SHOTGUN,OPP,GB,SEA,PASS,DEEP RIGHT
3,11,47,3,7,52,0,SHOTGUN,OPP,GB,SEA,PASS,DEEP LEFT
4,13,0,2,21,70,0,SHOTGUN,OPP,SEA,GB,PASS,DEEP LEFT
4,10,31,1,10,83,0,UNDER CENTER,OPP,GB,SEA,PASS,SHORT LEFT
4,6,41,1,10,50,1,UNDER CENTER,OPP,SEA,GB,PASS,DEEP LEFT
4,5,19,2,9,85,0,SHOTGUN,OPP,SEA,GB,PASS,SHORT LEFT
4,5,11,3,9,85,1,SHOTGUN,OPP,SEA,GB,PASS,SHORT MIDDLE
1,13,25,2,11,51,0,SHOTGUN,OPP,ATL,DAL,PASS,SHORT RIGHT
1,12,43,3,5,57,1,SHOTGUN,OPP,ATL,DAL,PASS,SHORT LEFT
1,12,1,1,10,62,0,UNDER CENTER,OPP,ATL,DAL,PASS,DEEP MIDDLE
1,5,7,1,10,81,0,SHOTGUN,OPP,DAL,ATL,PASS,SHORT RIGHT
1,3,52,1,4,96,0,SHOTGUN,OPP,DAL,ATL,PASS,SHORT RIGHT
1,3,5,3,3,97,0,SHOTGUN,OPP,DAL,ATL,PASS,SHORT RIGHT
1,1,39,1,10,53,1,UNDER CENTER,OPP,ATL,DAL,PASS,SHORT MIDDLE
1,0,15,2,7,74,0,SHOTGUN,OPP,ATL,DAL,PASS,SHORT LEFT
2,15,0,3,4,77,0,SHOTGUN,OPP,ATL,DAL,PASS,DEEP LEFT
2,12,12,1,10,56,0,UNDER CENTER,OPP,ATL,DAL,PASS,SHORT LEFT
2,2,14,2,13,54,0,SHOTGUN,OPP,ATL,DAL,PASS,SHORT LEFT
2,2,0,3,8,59,1,SHOTGUN,OPP,ATL,DAL,PASS,SHORT RIGHT
2,1,24,1,10,69,0,SHOTGUN,OPP,ATL,DAL,PASS,SHORT RIGHT
2,0,44,2,6,73,0,SHOTGUN,OPP,ATL,DAL,PASS,DEEP LEFT
2,0,39,3,6,73,0,SHOTGUN,OPP,ATL,DAL,PASS,SHORT MIDDLE
3,13,8,2,6,52,1,UNDER CENTER,OPP,DAL,ATL,PASS,SHORT RIGHT
3,11,0,3,16,56,0,SHOTGUN,OPP,DAL,ATL,PASS,SHORT LEFT
3,7,48,2,10,59,0,SHOTGUN,OPP,ATL,DAL,PASS,SHORT RIGHT
3,7,21,3,4,65,0,SHOTGUN,OPP,ATL,DAL,PASS,DEEP RIGHT
3,1,12,2,8,59,1,UNDER CENTER,OPP,DAL,ATL,PASS,SHORT LEFT
3,0,25,1,10,76,0,SHOTGUN,OPP,DAL,ATL,PASS,SHORT LEFT
4,15,0,2,7,79,0,UNDER CENTER,OPP,DAL,ATL,PASS,SHORT RIGHT
4,14,54,3,7,79,1,SHOTGUN,OPP,DAL,ATL,PASS,SHORT LEFT
4,11,3,2,3,55,1,NO HUDDLE,OPP,ATL,DAL,PASS,SHORT MIDDLE
4,10,22,1,10,76,1,UNDER CENTER,OPP,ATL,DAL,PASS,SHORT LEFT
4,8,34,3,2,97,0,SHOTGUN,OPP,ATL,DAL,PASS,SHORT LEFT
4,2,5,1,10,57,0,SHOTGUN,OPP,ATL,DAL,PASS,SHORT RIGHT
4,1,59,2,1,66,1,SHOTGUN,OPP,ATL,DAL,PASS,DEEP RIGHT
4,0,49,1,10,51,0,NO HUDDLE SHOTGUN,OPP,DAL,ATL,PASS,SHORT RIGHT
4,0,44,2,10,51,1,SHOTGUN,OPP,DAL,ATL,PASS,SHORT MIDDLE
2,14,33,1,10,75,1,NO HUDDLE,OPP,CIN,BAL,PASS,SHORT MIDDLE
2,13,6,2,2,98,0,SHOTGUN,OPP,CIN,BAL,PASS,SHORT LEFT
2,7,23,3,7,68,0,SHOTGUN,OPP,BAL,CIN,PASS,SHORT MIDDLE
2,6,56,3,17,58,0,SHOTGUN,OPP,BAL,CIN,PASS,DEEP LEFT
2,5,2,1,10,56,0,SHOTGUN,OPP,BAL,CIN,PASS,SHORT MIDDLE
2,1,56,3,11,82,0,SHOTGUN,OPP,BAL,CIN,PASS,SHORT MIDDLE
2,0,7,1,10,62,0,SHOTGUN,OPP,BAL,CIN,PASS,SHORT LEFT
3,13,36,1,10,68,1,UNDER CENTER,OPP,CIN,BAL,PASS,SHORT LEFT
3,12,26,2,9,80,1,SHOTGUN,OPP,CIN,BAL,PASS,SHORT LEFT
3,11,50,1,4,96,1,SHOTGUN,OPP,CIN,BAL,PASS,SHORT MIDDLE
3,9,15,1,10,55,0,UNDER CENTER,OPP,CIN,BAL,PASS,SHORT MIDDLE
3,7,57,3,4,61,1,SHOTGUN,OPP,CIN,BAL,PASS,SHORT RIGHT
3,7,18,1,10,66,0,UNDER CENTER,OPP,CIN,BAL,PASS,DEEP RIGHT
3,3,21,1,10,55,1,SHOTGUN,OPP,BAL,CIN,PASS,SHORT MIDDLE
4,10,44,3,7,84,1,SHOTGUN,OPP,BAL,CIN,PASS,SHORT RIGHT
4,4,55,1,10,65,0,NO HUDDLE SHOTGUN,OPP,CIN,BAL,PASS,SHORT RIGHT
4,4,8,3,8,67,0,SHOTGUN,OPP,CIN,BAL,PASS,SHORT MIDDLE
1,9,39,2,3,60,1,NO HUDDLE,OPP,CHI,MIN,PASS,SHORT RIGHT
1,8,57,1,10,65,0,SHOTGUN,OPP,CHI,MIN,PASS,SHORT LEFT
1,8,29,2,4,71,1,NO HUDDLE,OPP,CHI,MIN,PASS,SHORT RIGHT
1,6,36,3,16,79,0,NO HUDDLE SHOTGUN,OPP,CHI,MIN,PASS,SHORT LEFT
1,4,36,1,10,62,0,UNDER CENTER,OPP,MIN,CHI,PASS,DEEP RIGHT
1,1,31,3,5,80,1,SHOTGUN,OPP,MIN,CHI,PASS,SHORT LEFT
2,6,7,1,18,82,1,SHOTGUN,OPP,CHI,MIN,PASS,DEEP RIGHT
2,2,33,2,5,54,1,SHOTGUN,OPP,CHI,MIN,PASS,SHORT RIGHT
2,2,0,1,10,60,0,SHOTGUN,OPP,CHI,MIN,PASS,SHORT RIGHT
2,0,25,1,10,68,1,SHOTGUN,OPP,MIN,CHI,PASS,DEEP RIGHT
3,8,6,3,4,52,0,SHOTGUN,OPP,MIN,CHI,PASS,SHORT RIGHT
3,3,13,2,10,69,0,SHOTGUN,OPP,MIN,CHI,PASS,SHORT LEFT
3,2,31,3,1,78,0,UNDER CENTER,OPP,MIN,CHI,PASS,DEEP LEFT
3,2,24,4,1,78,1,SHOTGUN,OPP,MIN,CHI,PASS,SHORT RIGHT
3,1,9,2,18,75,0,SHOTGUN,OPP,MIN,CHI,PASS,SHORT RIGHT
3,0,21,3,11,82,0,SHOTGUN,OPP,MIN,CHI,PASS,SHORT RIGHT
4,14,19,1,10,71,1,SHOTGUN,OPP,MIN,CHI,PASS,SHORT LEFT
4,13,7,2,12,80,0,SHOTGUN,OPP,MIN,CHI,PASS,SHORT MIDDLE
4,8,52,3,3,56,0,SHOTGUN,OPP,CHI,MIN,PASS,SHORT RIGHT
4,6,31,1,10,55,0,NO HUDDLE SHOTGUN,OPP,MIN,CHI,PASS,SHORT MIDDLE
4,6,5,2,6,59,1,NO HUDDLE SHOTGUN,OPP,MIN,CHI,PASS,SHORT RIGHT
4,5,43,1,10,70,0,NO HUDDLE SHOTGUN,OPP,MIN,CHI,PASS,SHORT LEFT
4,5,37,2,10,70,0,SHOTGUN,OPP,MIN,CHI,PASS,SHORT RIGHT
4,5,30,3,10,70,0,SHOTGUN,OPP,MIN,CHI,PASS,SHORT MIDDLE
4,5,26,1,10,80,0,SHOTGUN,OPP,MIN,CHI,PASS,DEEP RIGHT
4,5,20,2,10,80,0,SHOTGUN,OPP,MIN,CHI,PASS,SHORT MIDDLE
4,4,55,3,3,87,1,NO HUDDLE SHOTGUN,OPP,MIN,CHI,PASS,SHORT MIDDLE
4,2,55,3,4,70,0,SHOTGUN,OPP,CHI,MIN,PASS,SHORT RIGHT
4,1,48,2,10,74,1,SHOTGUN,OPP,MIN,CHI,PASS,SHORT MIDDLE
4,1,24,1,10,90,0,NO HUDDLE SHOTGUN,OPP,MIN,CHI,PASS,SHORT MIDDLE
4,0,52,3,5,95,1,NO HUDDLE SHOTGUN,OPP,MIN,CHI,PASS,SHORT LEFT
1,11,5,2,8,67,1,SHOTGUN,OPP,CAR,DET,PASS,SHORT MIDDLE
1,10,18,1,4,96,0,SHOTGUN,OPP,CAR,DET,PASS,SHORT LEFT
1,9,31,3,1,99,1,UNDER CENTER,OPP,CAR,DET,PASS,SHORT LEFT
1,7,13,1,10,50,0,SHOTGUN,OPP,DET,CAR,PASS,SHORT LEFT
1,5,57,1,10,63,0,SHOTGUN,OPP,DET,CAR,PASS,SHORT LEFT
1,4,31,3,7,66,1,SHOTGUN,OPP,DET,CAR,PASS,SHORT LEFT
2,1,27,1,10,51,1,SHOTGUN,OPP,DET,CAR,PASS,SHORT LEFT
2,0,52,1,10,64,0,SHOTGUN,OPP,DET,CAR,PASS,DEEP LEFT
2,0,47,2,10,64,0,SHOTGUN,OPP,DET,CAR,PASS,SHORT MIDDLE
2,0,45,3,10,64,0,SHOTGUN,OPP,DET,CAR,PASS,SHORT LEFT
3,5,31,2,13,62,1,SHOTGUN,OPP,DET,CAR,PASS,SHORT RIGHT
3,4,42,1,10,83,0,SHOTGUN,OPP,DET,CAR,PASS,SHORT LEFT
3,3,58,3,7,86,0,SHOTGUN,OPP,DET,CAR,PASS,SHORT RIGHT
4,14,16,2,9,60,0,SHOTGUN,OPP,DET,CAR,PASS,SHORT MIDDLE
4,14,10,3,9,60,0,SHOTGUN,OPP,DET,CAR,PASS,SHORT RIGHT
4,11,20,1,10,56,1,NO HUDDLE SHOTGUN,OPP,CAR,DET,PASS,SHORT RIGHT
4,10,45,1,10,66,0,SHOTGUN,OPP,CAR,DET,PASS,SHORT RIGHT
4,10,8,2,1,75,1,NO HUDDLE SHOTGUN,OPP,CAR,DET,PASS,SHORT MIDDLE
4,9,29,1,10,88,1,SHOTGUN,OPP,CAR,DET,PASS,SHORT RIGHT
4,5,24,2,10,81,0,SHOTGUN,OPP,DET,CAR,PASS,DEEP RIGHT
4,5,19,3,10,81,1,SHOTGUN,OPP,DET,CAR,PASS,DEEP RIGHT
4,2,13,1,10,59,0,NO HUDDLE SHOTGUN,OPP,CAR,DET,PASS,SHORT LEFT
4,2,7,2,10,59,1,SHOTGUN,OPP,CAR,DET,PASS,SHORT RIGHT
4,2,0,1,10,71,0,SHOTGUN,OPP,CAR,DET,PASS,SHORT RIGHT
4,1,56,2,10,71,1,SHOTGUN,OPP,CAR,DET,PASS,SHORT MIDDLE
4,1,14,1,8,92,1,SHOTGUN,OPP,CAR,DET,PASS,SHORT RIGHT
1,11,42,3,6,57,1,SHOTGUN,OPP,TEN,IND,PASS,SHORT MIDDLE
1,10,58,1,10,64,0,UNDER CENTER,OPP,TEN,IND,PASS,DEEP LEFT
2,13,21,1,10,57,1,NO HUDDLE SHOTGUN,OPP,IND,TEN,PASS,SHORT LEFT
2,12,22,2,4,79,1,NO HUDDLE SHOTGUN,OPP,IND,TEN,PASS,SHORT MIDDLE
2,11,36,1,9,91,0,UNDER CENTER,OPP,IND,TEN,PASS,SHORT LEFT
2,11,12,2,4,96,0,NO HUDDLE SHOTGUN,OPP,IND,TEN,PASS,SHORT RIGHT
2,11,10,3,4,96,0,SHOTGUN,OPP,IND,TEN,PASS,SHORT RIGHT
2,5,17,1,10,50,0,SHOTGUN,OPP,IND,TEN,PASS,SHORT RIGHT
2,3,19,1,10,62,1,UNDER CENTER,OPP,IND,TEN,PASS,SHORT LEFT
2,0,29,1,10,59,0,NO HUDDLE SHOTGUN,OPP,TEN,IND,PASS,SHORT LEFT
2,0,16,3,14,55,0,SHOTGUN,OPP,TEN,IND,PASS,SHORT RIGHT
3,8,12,2,10,79,0,SHOTGUN,OPP,IND,TEN,PASS,SHORT LEFT
3,7,31,3,3,86,0,SHOTGUN,OPP,IND,TEN,PASS,SHORT RIGHT
3,0,44,2,2,53,0,SHOTGUN,OPP,IND,TEN,PASS,SHORT LEFT
4,13,52,1,10,67,1,UNDER CENTER,OPP,IND,TEN,PASS,DEEP LEFT
4,12,20,1,7,93,0,SHOTGUN,OPP,IND,TEN,PASS,SHORT RIGHT
4,2,43,1,10,70,0,NO HUDDLE SHOTGUN,OPP,TEN,IND,PASS,DEEP RIGHT
4,2,0,1,10,80,1,SHOTGUN,OPP,TEN,IND,PASS,DEEP LEFT
4,1,53,1,1,99,1,UNDER CENTER,OPP,TEN,IND,PASS,SHORT LEFT
1,13,10,1,10,52,1,UNDER CENTER,OPP,NYG,TB,PASS,DEEP LEFT
1,11,47,2,6,94,1,UNDER CENTER,OPP,NYG,TB,PASS,SHORT RIGHT
1,9,23,2,6,60,1,NO HUDDLE SHOTGUN,OPP,TB,NYG,PASS,SHORT LEFT
1,8,50,1,10,74,0,NO HUDDLE,OPP,TB,NYG,PASS,SHORT LEFT
1,7,37,3,4,80,1,NO HUDDLE SHOTGUN,OPP,TB,NYG,PASS,SHORT LEFT
1,6,20,2,11,85,0,SHOTGUN,OPP,TB,NYG,PASS,SHORT LEFT
1,6,10,3,11,85,0,SHOTGUN,OPP,TB,NYG,PASS,SHORT MIDDLE
1,0,41,2,14,54,1,SHOTGUN,OPP,NYG,TB,PASS,SHORT RIGHT
2,7,6,1,10,70,1,SHOTGUN,OPP,TB,NYG,PASS,DEEP MIDDLE
2,2,0,1,10,55,0,UNDER CENTER,OPP,NYG,TB,PASS,SHORT RIGHT
2,1,53,2,6,59,1,SHOTGUN,OPP,NYG,TB,PASS,SHORT MIDDLE
2,1,31,3,2,63,0,SHOTGUN,OPP,NYG,TB,PASS,DEEP RIGHT
2,0,34,1,10,70,0,SHOTGUN,OPP,TB,NYG,PASS,SHORT RIGHT
2,0,30,2,10,70,0,SHOTGUN,OPP,TB,NYG,PASS,DEEP MIDDLE
3,9,58,2,2,68,1,UNDER CENTER,OPP,TB,NYG,PASS,DEEP MIDDLE
3,7,38,3,18,55,0,SHOTGUN,OPP,NYG,TB,PASS,SHORT RIGHT
3,5,5,1,10,63,1,UNDER CENTER,OPP,TB,NYG,PASS,DEEP LEFT
3,3,7,3,8,82,1,SHOTGUN,OPP,TB,NYG,PASS,SHORT RIGHT
4,14,26,1,10,87,0,UNDER CENTER,OPP,NYG,TB,PASS,SHORT RIGHT
4,13,10,3,5,92,1,SHOTGUN,OPP,NYG,TB,PASS,SHORT RIGHT
4,10,50,2,6,66,1,NO HUDDLE SHOTGUN,OPP,TB,NYG,PASS,SHORT RIGHT
4,3,4,2,6,51,0,SHOTGUN,OPP,TB,NYG,PASS,SHORT LEFT
4,2,36,1,10,59,0,NO HUDDLE SHOTGUN,OPP,TB,NYG,PASS,SHORT RIGHT
4,2,30,2,10,59,1,SHOTGUN,OPP,TB,NYG,PASS,DEEP LEFT
1,11,36,2,13,72,1,SHOTGUN,OPP,HOU,WAS,PASS,SHORT MIDDLE
1,10,26,2,12,86,0,UNDER CENTER,OPP,HOU,WAS,PASS,SHORT RIGHT
1,9,40,3,3,95,0,SHOTGUN,OPP,HOU,WAS,PASS,SHORT LEFT
1,4,49,1,10,67,0,NO HUDDLE,OPP,HOU,WAS,PASS,SHORT RIGHT
1,3,20,1,10,84,1,SHOTGUN,OPP,HOU,WAS,PASS,SHORT LEFT
1,2,15,1,10,53,1,SHOTGUN,OPP,WAS,HOU,PASS,SHORT RIGHT
1,1,55,1,10,66,0,UNDER CENTER,OPP,WAS,HOU,PASS,DEEP RIGHT
1,1,50,2,10,66,0,SHOTGUN,OPP,WAS,HOU,PASS,SHORT MIDDLE
1,0,47,2,11,70,1,SHOTGUN,OPP,WAS,HOU,PASS,SHORT MIDDLE
2,12,14,2,9,56,0,SHOTGUN,OPP,WAS,HOU,PASS,DEEP LEFT
2,7,24,2,6,58,0,SHOTGUN,OPP,WAS,HOU,PASS,SHORT MIDDLE
2,6,30,1,10,67,0,UNDER CENTER,OPP,WAS,HOU,PASS,SHORT LEFT
2,6,24,2,10,67,0,SHOTGUN,OPP,WAS,HOU,PASS,SHORT RIGHT
2,5,3,3,6,71,1,SHOTGUN,OPP,WAS,HOU,PASS,SHORT RIGHT
2,3,32,1,7,93,0,UNDER CENTER,OPP,WAS,HOU,PASS,SHORT RIGHT
2,2,38,3,9,91,1,SHOTGUN,OPP,WAS,HOU,PASS,SHORT LEFT
2,0,48,2,22,66,0,SHOTGUN,OPP,HOU,WAS,PASS,SHORT RIGHT
3,12,11,2,10,58,0,SHOTGUN,OPP,HOU,WAS,PASS,SHORT MIDDLE
3,10,27,1,10,50,1,SHOTGUN,OPP,WAS,HOU,PASS,SHORT MIDDLE
3,9,14,2,8,66,1,UNDER CENTER,OPP,WAS,HOU,PASS,SHORT LEFT
3,8,1,2,9,76,0,SHOTGUN,OPP,WAS,HOU,PASS,DEEP LEFT
3,4,52,2,6,91,1,SHOTGUN,OPP,WAS,HOU,PASS,SHORT LEFT
3,2,58,3,2,73,0,SHOTGUN,OPP,HOU,WAS,PASS,SHORT LEFT
3,2,19,2,8,89,0,UNDER CENTER,OPP,HOU,WAS,PASS,SHORT LEFT
3,2,14,1,6,94,0,SHOTGUN,OPP,HOU,WAS,PASS,SHORT MIDDLE
3,1,27,3,15,85,0,SHOTGUN,OPP,HOU,WAS,PASS,SHORT RIGHT
4,15,0,3,1,54,0,UNDER CENTER,OPP,WAS,HOU,PASS,DEEP LEFT
4,13,50,2,7,62,1,SHOTGUN,OPP,WAS,HOU,PASS,SHORT LEFT
4,13,13,1,10,73,0,SHOTGUN,OPP,WAS,HOU,PASS,DEEP LEFT
4,13,8,2,10,73,0,SHOTGUN,OPP,WAS,HOU,PASS,SHORT RIGHT
4,8,40,2,10,63,0,SHOTGUN,OPP,HOU,WAS,PASS,SHORT RIGHT
4,8,36,3,10,63,0,SHOTGUN,OPP,HOU,WAS,PASS,SHORT LEFT
4,8,17,3,20,53,0,SHOTGUN,OPP,HOU,WAS,PASS,SHORT RIGHT
4,0,19,2,10,55,0,SHOTGUN,OPP,WAS,HOU,PASS,SHORT RIGHT
4,0,16,3,10,55,0,SHOTGUN,OPP,WAS,HOU,PASS,DEEP LEFT
1,12,40,1,10,77,1,SHOTGUN,OPP,OAK,ARI,PASS,DEEP RIGHT
1,9,46,2,7,52,1,UNDER CENTER,OPP,ARI,OAK,PASS,SHORT RIGHT
1,7,35,1,10,74,0,UNDER CENTER,OPP,ARI,OAK,PASS,SHORT RIGHT
1,6,19,2,7,82,1,SHOTGUN,OPP,ARI,OAK,PASS,DEEP LEFT
2,9,3,2,9,89,0,SHOTGUN,OPP,OAK,ARI,PASS,SHORT LEFT
2,8,25,3,3,95,1,SHOTGUN,OPP,OAK,ARI,PASS,SHORT RIGHT
2,4,22,3,5,50,0,SHOTGUN,OPP,OAK,ARI,PASS,DEEP RIGHT
3,13,40,2,6,53,1,UNDER CENTER,OPP,OAK,ARI,PASS,SHORT LEFT
3,12,27,2,5,74,0,UNDER CENTER,OPP,OAK,ARI,PASS,SHORT LEFT
3,5,13,2,4,71,0,SHOTGUN,OPP,OAK,ARI,PASS,SHORT LEFT
3,1,46,2,3,97,0,UNDER CENTER,OPP,OAK,ARI,PASS,SHORT RIGHT
4,9,17,2,12,51,0,UNDER CENTER,OPP,OAK,ARI,PASS,SHORT RIGHT
4,8,31,3,6,57,0,SHOTGUN,OPP,OAK,ARI,PASS,SHORT RIGHT
4,5,42,2,10,83,0,UNDER CENTER,OPP,ARI,OAK,PASS,SHORT RIGHT
4,5,37,3,10,83,1,UNDER CENTER,OPP,ARI,OAK,PASS,SHORT LEFT
4,5,7,1,5,95,1,UNDER CENTER,OPP,ARI,OAK,PASS,SHORT RIGHT
4,1,2,1,10,63,0,SHOTGUN,OPP,OAK,ARI,PASS,SHORT LEFT
4,0,25,3,10,63,1,SHOTGUN,OPP,OAK,ARI,PASS,SHORT LEFT
1,10,22,3,2,59,1,SHOTGUN,OPP,LAC,DEN,PASS,SHORT MIDDLE
1,9,42,1,10,66,0,UNDER CENTER,OPP,LAC,DEN,PASS,SHORT LEFT
1,9,37,2,10,66,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT LEFT
1,9,32,3,10,66,1,SHOTGUN,OPP,LAC,DEN,PASS,SHORT RIGHT
1,8,25,1,20,70,0,UNDER CENTER,OPP,LAC,DEN,PASS,DEEP LEFT
1,8,18,2,25,65,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT RIGHT
1,1,27,2,16,65,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT RIGHT
1,1,22,3,21,60,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT RIGHT
2,8,44,1,10,75,0,UNDER CENTER,OPP,DEN,LAC,PASS,SHORT RIGHT
2,3,25,3,4,67,1,SHOTGUN,OPP,LAC,DEN,PASS,DEEP RIGHT
2,2,50,1,4,96,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT MIDDLE
2,2,45,2,4,96,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT MIDDLE
2,2,0,1,10,53,0,SHOTGUN,OPP,DEN,LAC,PASS,SHORT RIGHT
2,1,32,2,9,54,0,SHOTGUN,OPP,DEN,LAC,PASS,SHORT RIGHT
2,1,7,3,3,60,0,SHOTGUN,OPP,DEN,LAC,PASS,SHORT RIGHT
3,12,15,1,10,72,1,SHOTGUN,OPP,LAC,DEN,PASS,SHORT RIGHT
3,11,2,1,8,92,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT RIGHT
3,10,55,2,8,92,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT RIGHT
3,10,32,2,18,82,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT LEFT
3,10,2,1,6,94,1,SHOTGUN,OPP,LAC,DEN,PASS,SHORT LEFT
3,3,59,2,9,65,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT MIDDLE
3,3,55,3,9,65,1,SHOTGUN,OPP,LAC,DEN,PASS,SHORT RIGHT
4,12,56,3,3,92,1,SHOTGUN,OPP,DEN,LAC,PASS,SHORT RIGHT
4,10,2,1,10,56,1,SHOTGUN,OPP,LAC,DEN,PASS,SHORT RIGHT
4,7,27,3,15,74,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT LEFT
4,4,3,2,7,55,0,UNDER CENTER,OPP,DEN,LAC,PASS,SHORT RIGHT
4,3,57,3,7,55,0,SHOTGUN,OPP,DEN,LAC,PASS,SHORT RIGHT
4,2,0,3,7,52,0,SHOTGUN,OPP,LAC,DEN,PASS,SHORT RIGHT
4,1,5,1,10,51,0,SHOTGUN,OPP,DEN,LAC,PASS,SHORT MIDDLE
4,0,43,2,6,55,0,SHOTGUN,OPP,DEN,LAC,PASS,SHORT RIGHT
4,0,20,3,7,54,1,SHOTGUN,OPP,DEN,LAC,PASS,DEEP MIDDLE
1,12,44,1,10,61,0,SHOTGUN,OPP,NO,PHI,PASS,SHORT LEFT
1,11,53,3,3,68,1,SHOTGUN,OPP,NO,PHI,PASS,SHORT RIGHT
